case_id,session_id,event_type,actor,actor_type,title,description,details,status,priority,timestamp,created_at,updated_at
XSX-4166,JIR-1755013446510-z1illlkv,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Completed,Agent successfully completed processing,"Agent: Quality Assurance Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Quality Assurance Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Quality Assurance Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:45:02.726Z,2025-08-12T15:45:02.774Z,2025-08-12T15:45:02.774Z
XSX-4166,JIR-1755013446510-z1illlkv,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 2/7",completed,medium,2025-08-12T15:45:03.190Z,2025-08-12T15:45:03.216Z,2025-08-12T15:45:03.216Z
XSX-4166,JIR-1755013446510-z1illlkv,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Quality Assurance Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-08-12T15:45:03.231Z,2025-08-12T15:45:03.231Z,2025-08-12T15:45:03.231Z
XSX-4166,JIR-1755013446510-z1illlkv,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Quality Assurance Ready
Response: Approved
Decision: approved",completed,high,2025-08-12T15:45:14.384Z,2025-08-12T15:45:14.384Z,2025-08-12T15:45:14.384Z
XSX-4166,JIR-1755013446510-z1illlkv,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 2/7",completed,medium,2025-08-12T15:45:15.314Z,2025-08-12T15:45:15.321Z,2025-08-12T15:45:15.321Z
XSX-4166,JIR-1755013446510-z1illlkv,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-08-12T15:45:15.362Z,2025-08-12T15:45:15.440Z,2025-08-12T15:45:15.440Z
XSX-4166,JIR-1755013446510-z1illlkv,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 2/7",completed,medium,2025-08-12T15:45:18.889Z,2025-08-12T15:45:18.899Z,2025-08-12T15:45:18.899Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Started,Slip - Reference: AB12321223132 workflow initiated,"Workflow Type: jira
Case ID: XSX-4167
Total Steps: 7",completed,medium,2025-08-12T15:46:47.353Z,2025-08-12T15:46:47.361Z,2025-08-12T15:46:47.361Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-08-12T15:46:49.837Z,2025-08-12T15:46:49.893Z,2025-08-12T15:46:49.893Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:46:55.499Z,2025-08-12T15:46:55.545Z,2025-08-12T15:46:55.545Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-08-12T15:46:55.587Z,2025-08-12T15:46:55.599Z,2025-08-12T15:46:55.599Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-08-12T15:47:14.853Z,2025-08-12T15:47:14.863Z,2025-08-12T15:47:14.863Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Validation Agent,agent,Data Validation Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-08-12T15:47:15.898Z,2025-08-12T15:47:15.954Z,2025-08-12T15:47:15.954Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Validation Agent,agent,Data Validation Agent Completed,Agent successfully completed processing,"Agent: Data Validation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Validation Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Validation Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:47:29.831Z,2025-08-12T15:47:29.872Z,2025-08-12T15:47:29.872Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-08-12T15:47:29.921Z,2025-08-12T15:47:29.962Z,2025-08-12T15:47:29.962Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Completed,Agent successfully completed processing,"Agent: Quality Assurance Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Quality Assurance Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Quality Assurance Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:47:43.804Z,2025-08-12T15:47:43.854Z,2025-08-12T15:47:43.854Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 2/7",completed,medium,2025-08-12T15:47:44.245Z,2025-08-12T15:47:44.255Z,2025-08-12T15:47:44.255Z
XSX-4167,JIR-1755013607353-nc9ow6qp,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Quality Assurance Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-08-12T15:47:44.271Z,2025-08-12T15:47:44.271Z,2025-08-12T15:47:44.271Z
XSX-4167,JIR-1755013607353-nc9ow6qp,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Quality Assurance Ready
Response: Approved
Decision: approved",completed,high,2025-08-12T15:47:53.677Z,2025-08-12T15:47:53.677Z,2025-08-12T15:47:53.677Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 2/7",completed,medium,2025-08-12T15:47:54.505Z,2025-08-12T15:47:54.514Z,2025-08-12T15:47:54.514Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-08-12T15:47:54.559Z,2025-08-12T15:47:54.613Z,2025-08-12T15:47:54.613Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 2/7",completed,medium,2025-08-12T15:47:57.997Z,2025-08-12T15:47:58.005Z,2025-08-12T15:47:58.005Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.96,""summary"":""Human response detected in XSX-4167: \""Paras Ghai: \""Approved....\""\"""",""human_response_detected"":true,""polls_completed"":8,""target_ticket"":""XSX-4167""}",completed,medium,2025-08-12T15:48:20.148Z,2025-08-12T15:48:20.198Z,2025-08-12T15:48:20.198Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to running,"Previous Status: pending_human_response
New Status: running
Step: 2/7",completed,medium,2025-08-12T15:48:20.207Z,2025-08-12T15:48:20.219Z,2025-08-12T15:48:20.219Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions_check,"Agent Type: sanctions_check
Status: started
Progress: 0%",completed,medium,2025-08-12T15:48:22.281Z,2025-08-12T15:48:22.335Z,2025-08-12T15:48:22.335Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Sanctions Check Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:48:36.206Z,2025-08-12T15:48:36.252Z,2025-08-12T15:48:36.252Z
XSX-4167,JIR-1755013607353-nc9ow6qp,approval_request,System,system,Email Draft Approval Required,Human review required for pas update_review,"Request: PAS Update Authorization
Type: pas_update_review
Status: pending",completed,high,2025-08-12T15:48:36.298Z,2025-08-12T15:48:36.298Z,2025-08-12T15:48:36.298Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 5/7",completed,medium,2025-08-12T15:48:36.305Z,2025-08-12T15:48:36.319Z,2025-08-12T15:48:36.319Z
XSX-4167,JIR-1755013607353-nc9ow6qp,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved pas update_review request,"Request: PAS Update Authorization
Response: Approved
Decision: approved",completed,high,2025-08-12T15:48:52.696Z,2025-08-12T15:48:52.696Z,2025-08-12T15:48:52.696Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 5/7",completed,medium,2025-08-12T15:48:52.705Z,2025-08-12T15:48:52.716Z,2025-08-12T15:48:52.716Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Validation Agent,agent,Data Validation Agent Started,Agent processing started for data_validation,"Agent Type: data_validation
Status: started
Progress: 0%",completed,medium,2025-08-12T15:48:52.752Z,2025-08-12T15:48:52.826Z,2025-08-12T15:48:52.826Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Data Validation Agent,agent,Data Validation Agent Completed,Agent successfully completed processing,"Agent: Data Validation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Validation Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Validation Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:49:06.683Z,2025-08-12T15:49:06.726Z,2025-08-12T15:49:06.726Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Integration Agent,agent,Integration Agent Started,Agent processing started for integration,"Agent Type: integration
Status: started
Progress: 0%",completed,medium,2025-08-12T15:49:06.775Z,2025-08-12T15:49:06.823Z,2025-08-12T15:49:06.823Z
XSX-4167,JIR-1755013607353-nc9ow6qp,agent_execution,Integration Agent,agent,Integration Agent Completed,Agent successfully completed processing,"Agent: Integration Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Integration Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Integration Agent completed successfully with AI processing""}",completed,medium,2025-08-12T15:49:20.696Z,2025-08-12T15:49:20.743Z,2025-08-12T15:49:20.743Z
XSX-4167,JIR-1755013607353-nc9ow6qp,system_event,System,system,Workflow Status Changed,Status changed from running to completed,"Previous Status: running
New Status: completed
Step: 7/7",completed,medium,2025-08-12T15:49:20.798Z,2025-08-12T15:49:20.817Z,2025-08-12T15:49:20.817Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Started,Slip - Reference: AB12321223132 workflow initiated,"Workflow Type: jira
Case ID: XSX-4168
Total Steps: 7",completed,medium,2025-08-20T05:48:03.205Z,2025-08-20T05:48:03.219Z,2025-08-20T05:48:03.219Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-08-20T05:48:05.632Z,2025-08-20T05:48:05.684Z,2025-08-20T05:48:05.684Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-08-20T05:48:11.286Z,2025-08-20T05:48:11.337Z,2025-08-20T05:48:11.337Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-08-20T05:48:11.390Z,2025-08-20T05:48:11.406Z,2025-08-20T05:48:11.406Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-08-20T05:48:20.108Z,2025-08-20T05:48:20.127Z,2025-08-20T05:48:20.127Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Data Validation Agent,agent,Data Validation Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-08-20T05:48:21.172Z,2025-08-20T05:48:21.303Z,2025-08-20T05:48:21.303Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Data Validation Agent,agent,Data Validation Agent Completed,Agent successfully completed processing,"Agent: Data Validation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Validation Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Validation Agent completed successfully with AI processing""}",completed,medium,2025-08-20T05:48:35.182Z,2025-08-20T05:48:35.240Z,2025-08-20T05:48:35.240Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-08-20T05:48:35.297Z,2025-08-20T05:48:35.393Z,2025-08-20T05:48:35.393Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Completed,Agent successfully completed processing,"Agent: Quality Assurance Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Quality Assurance Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Quality Assurance Agent completed successfully with AI processing""}",completed,medium,2025-08-20T05:48:49.249Z,2025-08-20T05:48:49.296Z,2025-08-20T05:48:49.296Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 2/7",completed,medium,2025-08-20T05:48:49.658Z,2025-08-20T05:48:49.674Z,2025-08-20T05:48:49.674Z
XSX-4168,JIR-1755668883205-ef7e654a,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Quality Assurance Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-08-20T05:48:49.683Z,2025-08-20T05:48:49.683Z,2025-08-20T05:48:49.683Z
XSX-4168,JIR-1755668883205-ef7e654a,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Quality Assurance Ready
Response: Approved
Decision: approved",completed,high,2025-08-20T05:48:56.098Z,2025-08-20T05:48:56.098Z,2025-08-20T05:48:56.098Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 2/7",completed,medium,2025-08-20T05:48:57.468Z,2025-08-20T05:48:57.481Z,2025-08-20T05:48:57.481Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-08-20T05:48:57.521Z,2025-08-20T05:48:57.581Z,2025-08-20T05:48:57.581Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 2/7",completed,medium,2025-08-20T05:49:01.078Z,2025-08-20T05:49:01.085Z,2025-08-20T05:49:01.085Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.96,""summary"":""Human response detected in XSX-4168: \""Paras Ghai: \""OK...\""\"""",""human_response_detected"":true,""polls_completed"":1,""target_ticket"":""XSX-4168""}",completed,medium,2025-08-20T05:49:06.521Z,2025-08-20T05:49:06.573Z,2025-08-20T05:49:06.573Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to running,"Previous Status: pending_human_response
New Status: running
Step: 2/7",completed,medium,2025-08-20T05:49:06.581Z,2025-08-20T05:49:06.590Z,2025-08-20T05:49:06.590Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions_check,"Agent Type: sanctions_check
Status: started
Progress: 0%",completed,medium,2025-08-20T05:49:08.762Z,2025-08-20T05:49:08.805Z,2025-08-20T05:49:08.805Z
XSX-4168,JIR-1755668883205-ef7e654a,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Sanctions Check Agent completed successfully with AI processing""}",completed,medium,2025-08-20T05:49:22.636Z,2025-08-20T05:49:22.678Z,2025-08-20T05:49:22.678Z
XSX-4168,JIR-1755668883205-ef7e654a,approval_request,System,system,Email Draft Approval Required,Human review required for pas update_review,"Request: PAS Update Authorization
Type: pas_update_review
Status: pending",completed,high,2025-08-20T05:49:22.722Z,2025-08-20T05:49:22.722Z,2025-08-20T05:49:22.722Z
XSX-4168,JIR-1755668883205-ef7e654a,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 5/7",completed,medium,2025-08-20T05:49:22.729Z,2025-08-20T05:49:22.742Z,2025-08-20T05:49:22.742Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Started,Slip - Reference: AB12321223132 workflow initiated,"Workflow Type: jira
Case ID: XSX-4170
Total Steps: 7",completed,medium,2025-08-20T11:02:18.121Z,2025-08-20T11:02:18.176Z,2025-08-20T11:02:18.176Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for data_extraction,"Agent Type: data_extraction
Status: started
Progress: 0%",completed,medium,2025-08-20T11:02:21.272Z,2025-08-20T11:02:21.363Z,2025-08-20T11:02:21.363Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Extraction Agent completed successfully with AI processing""}",completed,medium,2025-08-20T11:02:27.094Z,2025-08-20T11:02:27.175Z,2025-08-20T11:02:27.175Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 1/7",completed,medium,2025-08-20T11:02:27.245Z,2025-08-20T11:02:27.331Z,2025-08-20T11:02:27.331Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/7",completed,medium,2025-08-20T11:02:32.112Z,2025-08-20T11:02:32.120Z,2025-08-20T11:02:32.120Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Validation Agent,agent,Data Validation Agent Started,Agent processing started for field_comparison,"Agent Type: field_comparison
Status: started
Progress: 0%",completed,medium,2025-08-20T11:02:33.159Z,2025-08-20T11:02:33.212Z,2025-08-20T11:02:33.212Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Validation Agent,agent,Data Validation Agent Completed,Agent successfully completed processing,"Agent: Data Validation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Validation Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Validation Agent completed successfully with AI processing""}",completed,medium,2025-08-20T11:02:47.068Z,2025-08-20T11:02:47.112Z,2025-08-20T11:02:47.112Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Started,Agent processing started for mismatch_summary,"Agent Type: mismatch_summary
Status: started
Progress: 0%",completed,medium,2025-08-20T11:02:47.158Z,2025-08-20T11:02:47.215Z,2025-08-20T11:02:47.215Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Quality Assurance Agent,agent,Quality Assurance Agent Completed,Agent successfully completed processing,"Agent: Quality Assurance Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Quality Assurance Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Quality Assurance Agent completed successfully with AI processing""}",completed,medium,2025-08-20T11:03:01.094Z,2025-08-20T11:03:01.147Z,2025-08-20T11:03:01.147Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 2/7",completed,medium,2025-08-20T11:03:01.541Z,2025-08-20T11:03:01.551Z,2025-08-20T11:03:01.551Z
XSX-4170,JIR-1755687738121-ay3vv47c,approval_request,System,system,Email Draft Approval Required,Human review required for mismatch summary_jira,"Request: Quality Assurance Ready
Type: mismatch_summary_jira
Status: pending",completed,high,2025-08-20T11:03:01.563Z,2025-08-20T11:03:01.563Z,2025-08-20T11:03:01.563Z
XSX-4170,JIR-1755687738121-ay3vv47c,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved mismatch summary_jira request,"Request: Quality Assurance Ready
Response: Approved
Decision: approved",completed,high,2025-08-20T11:03:05.420Z,2025-08-20T11:03:05.420Z,2025-08-20T11:03:05.420Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 2/7",completed,medium,2025-08-20T11:03:06.418Z,2025-08-20T11:03:06.426Z,2025-08-20T11:03:06.426Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Communication Agent,agent,Communication Agent Started,Agent processing started for communication_monitor,"Agent Type: communication_monitor
Status: started
Progress: 0%",completed,medium,2025-08-20T11:03:06.469Z,2025-08-20T11:03:06.574Z,2025-08-20T11:03:06.574Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from running to pending_human_response,"Previous Status: running
New Status: pending_human_response
Step: 2/7",completed,medium,2025-08-20T11:03:10.088Z,2025-08-20T11:03:10.096Z,2025-08-20T11:03:10.096Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Communication Agent,agent,Communication Agent Completed,Agent successfully completed processing,"Agent: Communication Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Communication Agent"",""status"":""completed"",""confidence"":0.96,""summary"":""Human response detected in XSX-4170: \""Paras Ghai: \""OK...\""\"""",""human_response_detected"":true,""polls_completed"":12,""target_ticket"":""XSX-4170""}",completed,medium,2025-08-20T11:03:42.359Z,2025-08-20T11:03:42.431Z,2025-08-20T11:03:42.431Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from pending_human_response to running,"Previous Status: pending_human_response
New Status: running
Step: 2/7",completed,medium,2025-08-20T11:03:42.441Z,2025-08-20T11:03:42.453Z,2025-08-20T11:03:42.453Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions_check,"Agent Type: sanctions_check
Status: started
Progress: 0%",completed,medium,2025-08-20T11:03:44.683Z,2025-08-20T11:03:44.756Z,2025-08-20T11:03:44.756Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Sanctions Check Agent completed successfully with AI processing""}",completed,medium,2025-08-20T11:03:58.672Z,2025-08-20T11:03:58.721Z,2025-08-20T11:03:58.721Z
XSX-4170,JIR-1755687738121-ay3vv47c,approval_request,System,system,Email Draft Approval Required,Human review required for pas update_review,"Request: PAS Update Authorization
Type: pas_update_review
Status: pending",completed,high,2025-08-20T11:03:58.830Z,2025-08-20T11:03:58.830Z,2025-08-20T11:03:58.830Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 5/7",completed,medium,2025-08-20T11:03:58.843Z,2025-08-20T11:03:58.850Z,2025-08-20T11:03:58.850Z
XSX-4170,JIR-1755687738121-ay3vv47c,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved pas update_review request,"Request: PAS Update Authorization
Response: Approved
Decision: approved",completed,high,2025-08-20T11:04:02.167Z,2025-08-20T11:04:02.167Z,2025-08-20T11:04:02.167Z
XSX-4170,JIR-1755687738121-ay3vv47c,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 5/7",completed,medium,2025-08-20T11:04:02.178Z,2025-08-20T11:04:02.189Z,2025-08-20T11:04:02.189Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Validation Agent,agent,Data Validation Agent Started,Agent processing started for data_validation,"Agent Type: data_validation
Status: started
Progress: 0%",completed,medium,2025-08-20T11:04:02.230Z,2025-08-20T11:04:02.281Z,2025-08-20T11:04:02.281Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Data Validation Agent,agent,Data Validation Agent Completed,Agent successfully completed processing,"Agent: Data Validation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Validation Agent"",""status"":""completed"",""confidence"":0.95,""summary"":""Data Validation Agent completed successfully with AI processing""}",completed,medium,2025-08-20T11:04:16.148Z,2025-08-20T11:04:16.196Z,2025-08-20T11:04:16.196Z
XSX-4170,JIR-1755687738121-ay3vv47c,agent_execution,Integration Agent,agent,Integration Agent Started,Agent processing started for integration,"Agent Type: integration
Status: started
Progress: 0%",completed,medium,2025-08-20T11:04:16.262Z,2025-08-20T11:04:16.324Z,2025-08-20T11:04:16.324Z
